t,H,L,R
245.6000,2.0548,7.3046,16.5180
245.7000,2.0454,7.1870,16.5924
245.8000,2.0365,7.0710,16.6632
245.9000,2.0281,6.9566,16.7304
246.0000,2.0202,6.8437,16.7941
246.1000,2.0128,6.7324,16.8543
246.2000,2.0059,6.6227,16.9109
246.3000,1.9994,6.5145,16.9640
246.4000,1.9934,6.4079,17.0137
246.5000,1.9878,6.3029,17.0599
246.6000,1.9826,6.1994,17.1026
246.7000,1.9779,6.0975,17.1419
246.8000,1.9735,5.9970,17.1779
246.9000,1.9696,5.8982,17.2105
247.0000,1.9661,5.8008,17.2397
247.1000,1.9629,5.7049,17.2657
247.2000,1.9601,5.6106,17.2884
247.3000,1.9577,5.5177,17.3079
247.4000,1.9557,5.4263,17.3243
247.5000,1.9540,5.3364,17.3375
247.6000,1.9527,5.2479,17.3476
247.7000,1.9517,5.1609,17.3547
247.8000,1.9511,5.0753,17.3588
247.9000,1.9507,4.9911,17.3599
248.0000,1.9507,4.9083,17.3582
248.1000,1.9511,4.8269,17.3536
248.2000,1.9517,4.7468,17.3462
248.3000,1.9527,4.6681,17.3360
248.4000,1.9539,4.5908,17.3232
248.5000,1.9555,4.5147,17.3077
248.6000,1.9573,4.4400,17.2896
248.7000,1.9595,4.3665,17.2690
248.8000,1.9619,4.2944,17.2459
248.9000,1.9646,4.2234,17.2203
249.0000,1.9676,4.1537,17.1924
249.1000,1.9709,4.0853,17.1622
249.2000,1.9744,4.0180,17.1296
249.3000,1.9783,3.9520,17.0949
249.4000,1.9823,3.8871,17.0580
249.5000,1.9867,3.8233,17.0190
249.6000,1.9913,3.7607,16.9779
249.7000,1.9962,3.6992,16.9348
249.8000,2.0013,3.6388,16.8898
249.9000,2.0067,3.5795,16.8429
250.0000,2.0123,3.5213,16.7941
250.1000,2.0182,3.4641,16.7436
250.2000,2.0243,3.4080,16.6913
250.3000,2.0306,3.3529,16.6373
250.4000,2.0372,3.2988,16.5817
250.5000,2.0441,3.2457,16.5245
250.6000,2.0512,3.1935,16.4657
250.7000,2.0585,3.1423,16.4055
250.8000,2.0660,3.0920,16.3438
250.9000,2.0738,3.0427,16.2808
251.0000,2.0818,2.9943,16.2164
251.1000,2.0901,2.9467,16.1507
251.2000,2.0986,2.9000,16.0838
251.3000,2.1073,2.8542,16.0156
251.4000,2.1162,2.8093,15.9463
251.5000,2.1254,2.7651,15.8759
251.6000,2.1348,2.7218,15.8044
251.7000,2.1444,2.6793,15.7319
251.8000,2.1542,2.6376,15.6584
251.9000,2.1643,2.5966,15.5839
252.0000,2.1746,2.5564,15.5086
252.1000,2.1851,2.5169,15.4324
252.2000,2.1958,2.4782,15.3553
252.3000,2.2067,2.4402,15.2775
252.4000,2.2179,2.4029,15.1989
252.5000,2.2293,2.3663,15.1196
252.6000,2.2409,2.3303,15.0396
252.7000,2.2527,2.2951,14.9590
252.8000,2.2647,2.2604,14.8778
252.9000,2.2770,2.2265,14.7960
253.0000,2.2895,2.1931,14.7137
253.1000,2.3022,2.1604,14.6308
253.2000,2.3151,2.1282,14.5475
253.3000,2.3282,2.0967,14.4637
253.4000,2.3416,2.0657,14.3795
253.5000,2.3552,2.0353,14.2949
253.6000,2.3690,2.0055,14.2100
253.7000,2.3830,1.9762,14.1247
253.8000,2.3972,1.9475,14.0392
253.9000,2.4117,1.9193,13.9533
254.0000,2.4264,1.8916,13.8672
254.1000,2.4413,1.8644,13.7809
254.2000,2.4564,1.8377,13.6944
254.3000,2.4717,1.8115,13.6077
254.4000,2.4873,1.7858,13.5209
254.5000,2.5031,1.7605,13.4339
254.6000,2.5191,1.7357,13.3468
254.7000,2.5353,1.7114,13.2596
254.8000,2.5518,1.6875,13.1724
254.9000,2.5685,1.6640,13.0851
255.0000,2.5854,1.6410,12.9978
255.1000,2.6026,1.6183,12.9105
255.2000,2.6200,1.5961,12.8231
255.3000,2.6376,1.5743,12.7359
255.4000,2.6554,1.5529,12.6486
255.5000,2.6735,1.5319,12.5615
255.6000,2.6918,1.5112,12.4744
255.7000,2.7103,1.4909,12.3874
255.8000,2.7291,1.4710,12.3005
255.9000,2.7481,1.4514,12.2138
256.0000,2.7673,1.4322,12.1271
256.1000,2.7868,1.4133,12.0407
256.2000,2.8065,1.3948,11.9544
256.3000,2.8265,1.3766,11.8683
256.4000,2.8467,1.3587,11.7824
256.5000,2.8672,1.3411,11.6967
256.6000,2.8879,1.3239,11.6112
256.7000,2.9088,1.3069,11.5260
256.8000,2.9300,1.2903,11.4410
256.9000,2.9514,1.2739,11.3562
257.0000,2.9731,1.2579,11.2717
257.1000,2.9950,1.2421,11.1875
257.2000,3.0172,1.2266,11.1035
257.3000,3.0397,1.2113,11.0199
257.4000,3.0624,1.1964,10.9365
257.5000,3.0853,1.1816,10.8535
257.6000,3.1085,1.1672,10.7708
257.7000,3.1320,1.1530,10.6884
257.8000,3.1557,1.1390,10.6063
257.9000,3.1797,1.1253,10.5246
258.0000,3.2040,1.1118,10.4432
258.1000,3.2286,1.0986,10.3622
258.2000,3.2534,1.0856,10.2815
258.3000,3.2784,1.0728,10.2012
258.4000,3.3038,1.0602,10.1212
258.5000,3.3294,1.0478,10.0417
258.6000,3.3553,1.0357,9.9625
258.7000,3.3815,1.0238,9.8837
258.8000,3.4080,1.0120,9.8053
258.9000,3.4347,1.0005,9.7273
259.0000,3.4617,0.9892,9.6497
259.1000,3.4890,0.9780,9.5725
259.2000,3.5166,0.9671,9.4957
259.3000,3.5445,0.9563,9.4193
259.4000,3.5727,0.9457,9.3433
259.5000,3.6012,0.9353,9.2678
259.6000,3.6300,0.9251,9.1926
259.7000,3.6590,0.9150,9.1179
259.8000,3.6884,0.9051,9.0437
259.9000,3.7181,0.8954,8.9698
260.0000,3.7481,0.8858,8.8964
260.1000,3.7784,0.8764,8.8234
260.2000,3.8090,0.8672,8.7508
260.3000,3.8399,0.8581,8.6787
260.4000,3.8711,0.8492,8.6071
260.5000,3.9027,0.8404,8.5358
260.6000,3.9345,0.8317,8.4650
260.7000,3.9667,0.8233,8.3947
260.8000,3.9992,0.8149,8.3248
260.9000,4.0321,0.8067,8.2553
261.0000,4.0652,0.7986,8.1863
261.1000,4.0987,0.7907,8.1178
261.2000,4.1326,0.7829,8.0496
261.3000,4.1667,0.7752,7.9820
261.4000,4.2013,0.7676,7.9148
261.5000,4.2361,0.7602,7.8480
261.6000,4.2713,0.7529,7.7817
261.7000,4.3068,0.7457,7.7158
261.8000,4.3427,0.7387,7.6504
261.9000,4.3790,0.7317,7.5854
262.0000,4.4156,0.7249,7.5209
262.1000,4.4525,0.7182,7.4568
262.2000,4.4899,0.7116,7.3931
262.3000,4.5275,0.7051,7.3299
262.4000,4.5656,0.6987,7.2672
262.5000,4.6040,0.6924,7.2049
262.6000,4.6428,0.6862,7.1431
262.7000,4.6820,0.6801,7.0817
262.8000,4.7215,0.6742,7.0207
262.9000,4.7614,0.6683,6.9602
263.0000,4.8017,0.6625,6.9001
263.1000,4.8424,0.6568,6.8405
263.2000,4.8835,0.6512,6.7813
263.3000,4.9250,0.6457,6.7225
263.4000,4.9669,0.6403,6.6642
263.5000,5.0092,0.6350,6.6063
263.6000,5.0518,0.6298,6.5488
263.7000,5.0949,0.6247,6.4918
263.8000,5.1384,0.6196,6.4352
263.9000,5.1823,0.6147,6.3791
264.0000,5.2266,0.6098,6.3233
264.1000,5.2714,0.6050,6.2680
264.2000,5.3165,0.6003,6.2131
264.3000,5.3621,0.5956,6.1587
264.4000,5.4081,0.5911,6.1046
264.5000,5.4546,0.5866,6.0510
264.6000,5.5014,0.5822,5.9978
264.7000,5.5487,0.5779,5.9450
264.8000,5.5965,0.5736,5.8926
264.9000,5.6447,0.5694,5.8407
265.0000,5.6934,0.5653,5.7891
265.1000,5.7425,0.5613,5.7380
265.2000,5.7920,0.5573,5.6873
265.3000,5.8420,0.5534,5.6369
265.4000,5.8925,0.5496,5.5870
265.5000,5.9435,0.5458,5.5375
265.6000,5.9949,0.5421,5.4883
265.7000,6.0468,0.5385,5.4396
265.8000,6.0991,0.5350,5.3913
265.9000,6.1520,0.5315,5.3433
266.0000,6.2053,0.5280,5.2957
266.1000,6.2591,0.5247,5.2486
266.2000,6.3134,0.5214,5.2018
266.3000,6.3682,0.5181,5.1554
266.4000,6.4236,0.5149,5.1094
266.5000,6.4794,0.5118,5.0637
266.6000,6.5357,0.5087,5.0185
266.7000,6.5925,0.5057,4.9736
266.8000,6.6498,0.5028,4.9290
266.9000,6.7077,0.4999,4.8849
267.0000,6.7661,0.4970,4.8411
267.1000,6.8250,0.4942,4.7977
267.2000,6.8844,0.4915,4.7546
267.3000,6.9444,0.4888,4.7120
267.4000,7.0049,0.4862,4.6696
267.5000,7.0660,0.4837,4.6276
267.6000,7.1276,0.4811,4.5860
267.7000,7.1897,0.4787,4.5447
267.8000,7.2524,0.4763,4.5038
267.9000,7.3157,0.4739,4.4632
268.0000,7.3795,0.4716,4.4230
268.1000,7.4439,0.4694,4.3831
268.2000,7.5089,0.4672,4.3436
268.3000,7.5744,0.4650,4.3044
268.4000,7.6406,0.4629,4.2655
268.5000,7.7073,0.4609,4.2270
268.6000,7.7746,0.4588,4.1888
268.7000,7.8425,0.4569,4.1509
268.8000,7.9109,0.4550,4.1133
268.9000,7.9800,0.4531,4.0761
269.0000,8.0497,0.4513,4.0392
269.1000,8.1200,0.4495,4.0026
269.2000,8.1909,0.4478,3.9663
269.3000,8.2624,0.4461,3.9304
269.4000,8.3346,0.4445,3.8947
269.5000,8.4074,0.4429,3.8594
269.6000,8.4808,0.4414,3.8244
269.7000,8.5548,0.4399,3.7897
269.8000,8.6295,0.4384,3.7553
269.9000,8.7048,0.4370,3.7212
270.0000,8.7808,0.4357,3.6873
270.1000,8.8574,0.4344,3.6538
270.2000,8.9347,0.4331,3.6206
270.3000,9.0127,0.4319,3.5877
270.4000,9.0913,0.4307,3.5551
270.5000,9.1706,0.4296,3.5227
270.6000,9.2505,0.4285,3.4907
270.7000,9.3312,0.4274,3.4589
270.8000,9.4125,0.4264,3.4274
270.9000,9.4945,0.4255,3.3962
271.0000,9.5772,0.4246,3.3652
271.1000,9.6606,0.4237,3.3346
271.2000,9.7447,0.4229,3.3042
271.3000,9.8295,0.4221,3.2741
271.4000,9.9151,0.4213,3.2442
271.5000,10.0013,0.4206,3.2147
271.6000,10.0883,0.4200,3.1854
271.7000,10.1759,0.4194,3.1563
271.8000,10.2644,0.4188,3.1275
271.9000,10.3535,0.4183,3.0990
272.0000,10.4434,0.4178,3.0707
272.1000,10.5340,0.4174,3.0427
272.2000,10.6254,0.4170,3.0150
272.3000,10.7175,0.4166,2.9875
272.4000,10.8104,0.4163,2.9602
272.5000,10.9040,0.4161,2.9332
272.6000,10.9984,0.4159,2.9064
272.7000,11.0936,0.4157,2.8799
272.8000,11.1895,0.4156,2.8536
272.9000,11.2863,0.4155,2.8276
273.0000,11.3838,0.4155,2.8017
273.1000,11.4821,0.4155,2.7762
273.2000,11.5812,0.4155,2.7508
273.3000,11.6810,0.4157,2.7257
273.4000,11.7817,0.4158,2.7009
273.5000,11.8832,0.4160,2.6762
273.6000,11.9855,0.4163,2.6518
273.7000,12.0886,0.4166,2.6276
273.8000,12.1925,0.4169,2.6036
273.9000,12.2972,0.4173,2.5799
274.0000,12.4028,0.4178,2.5563
274.1000,12.5092,0.4182,2.5330
274.2000,12.6164,0.4188,2.5099
274.3000,12.7245,0.4194,2.4870
274.4000,12.8334,0.4200,2.4643
274.5000,12.9431,0.4207,2.4419
274.6000,13.0537,0.4215,2.4196
274.7000,13.1651,0.4223,2.3975
274.8000,13.2774,0.4231,2.3757
274.9000,13.3906,0.4241,2.3540
275.0000,13.5046,0.4250,2.3326
275.1000,13.6195,0.4260,2.3114
275.2000,13.7352,0.4271,2.2903
275.3000,13.8518,0.4283,2.2695
275.4000,13.9693,0.4294,2.2488
275.5000,14.0877,0.4307,2.2284
275.6000,14.2070,0.4320,2.2081
275.7000,14.3271,0.4334,2.1880
275.8000,14.4482,0.4348,2.1681
275.9000,14.5701,0.4363,2.1484
276.0000,14.6929,0.4379,2.1289
276.1000,14.8166,0.4395,2.1096
276.2000,14.9412,0.4412,2.0904
276.3000,15.0668,0.4429,2.0714
276.4000,15.1932,0.4447,2.0527
276.5000,15.3205,0.4466,2.0340
276.6000,15.4488,0.4486,2.0156
276.7000,15.5779,0.4506,1.9973
276.8000,15.7080,0.4527,1.9793
276.9000,15.8389,0.4549,1.9613
277.0000,15.9708,0.4571,1.9436
277.1000,16.1036,0.4595,1.9260
277.2000,16.2374,0.4619,1.9086
277.3000,16.3720,0.4643,1.8914
277.4000,16.5076,0.4669,1.8743
277.5000,16.6441,0.4695,1.8574
277.6000,16.7815,0.4723,1.8406
277.7000,16.9199,0.4751,1.8241
277.8000,17.0591,0.4780,1.8076
277.9000,17.1993,0.4810,1.7914
278.0000,17.3405,0.4840,1.7752
278.1000,17.4825,0.4872,1.7593
278.2000,17.6255,0.4905,1.7435
278.3000,17.7694,0.4938,1.7278
278.4000,17.9142,0.4973,1.7123
278.5000,18.0599,0.5009,1.6970
278.6000,18.2066,0.5045,1.6818
278.7000,18.3542,0.5083,1.6668
278.8000,18.5027,0.5122,1.6519
278.9000,18.6521,0.5162,1.6371
279.0000,18.8024,0.5203,1.6225
279.1000,18.9536,0.5245,1.6080
279.2000,19.1058,0.5288,1.5937
279.3000,19.2588,0.5333,1.5795
279.4000,19.4128,0.5378,1.5655
279.5000,19.5677,0.5425,1.5516
279.6000,19.7234,0.5474,1.5378
279.7000,19.8800,0.5523,1.5242
279.8000,20.0376,0.5575,1.5107
279.9000,20.1960,0.5627,1.4974
280.0000,20.3552,0.5681,1.4841
280.1000,20.5154,0.5736,1.4710
280.2000,20.6764,0.5793,1.4581
280.3000,20.8382,0.5851,1.4453
280.4000,21.0009,0.5911,1.4326
280.5000,21.1645,0.5973,1.4200
280.6000,21.3289,0.6036,1.4076
280.7000,21.4941,0.6101,1.3952
280.8000,21.6601,0.6168,1.3831
280.9000,21.8269,0.6237,1.3710
281.0000,21.9945,0.6307,1.3591
281.1000,22.1629,0.6379,1.3472
281.2000,22.3321,0.6454,1.3355
281.3000,22.5020,0.6530,1.3240
281.4000,22.6727,0.6608,1.3125
281.5000,22.8442,0.6689,1.3012
281.6000,23.0163,0.6772,1.2900
281.7000,23.1892,0.6856,1.2789
281.8000,23.3627,0.6944,1.2679
281.9000,23.5369,0.7033,1.2571
282.0000,23.7118,0.7125,1.2463
282.1000,23.8874,0.7220,1.2357
282.2000,24.0635,0.7317,1.2252
282.3000,24.2403,0.7417,1.2148
282.4000,24.4177,0.7519,1.2045
282.5000,24.5956,0.7624,1.1943
282.6000,24.7741,0.7733,1.1842
282.7000,24.9530,0.7844,1.1743
282.8000,25.1325,0.7958,1.1644
282.9000,25.3125,0.8075,1.1547
283.0000,25.4930,0.8196,1.1451
283.1000,25.6738,0.8320,1.1355
283.2000,25.8551,0.8447,1.1261
283.3000,26.0367,0.8578,1.1168
283.4000,26.2187,0.8713,1.1076
283.5000,26.4009,0.8851,1.0985
283.6000,26.5835,0.8994,1.0895
283.7000,26.7663,0.9140,1.0807
283.8000,26.9493,0.9290,1.0719
283.9000,27.1325,0.9445,1.0632
284.0000,27.3158,0.9604,1.0546
284.1000,27.4992,0.9767,1.0462
284.2000,27.6827,0.9936,1.0378
284.3000,27.8662,1.0109,1.0295
284.4000,28.0497,1.0286,1.0214
284.5000,28.2331,1.0469,1.0133
284.6000,28.4164,1.0658,1.0053
284.7000,28.5995,1.0851,0.9975
284.8000,28.7825,1.1051,0.9897
284.9000,28.9651,1.1256,0.9821
285.0000,29.1474,1.1467,0.9745
285.1000,29.3294,1.1684,0.9670
285.2000,29.5109,1.1907,0.9597
285.3000,29.6919,1.2137,0.9524
285.4000,29.8724,1.2373,0.9453
285.5000,30.0523,1.2617,0.9382
285.6000,30.2315,1.2868,0.9312
285.7000,30.4099,1.3126,0.9244
285.8000,30.5875,1.3391,0.9176
285.9000,30.7642,1.3665,0.9109
286.0000,30.9400,1.3947,0.9044
286.1000,31.1147,1.4236,0.8979
286.2000,31.2882,1.4535,0.8915
286.3000,31.4606,1.4842,0.8852
286.4000,31.6317,1.5159,0.8791
286.5000,31.8013,1.5485,0.8730
286.6000,31.9695,1.5821,0.8670
286.7000,32.1362,1.6167,0.8611
286.8000,32.3011,1.6523,0.8554
286.9000,32.4643,1.6890,0.8497
287.0000,32.6257,1.7267,0.8441
287.1000,32.7850,1.7656,0.8386
287.2000,32.9423,1.8057,0.8333
287.3000,33.0974,1.8470,0.8280
287.4000,33.2502,1.8895,0.8228
287.5000,33.4005,1.9333,0.8177
287.6000,33.5483,1.9784,0.8128
287.7000,33.6934,2.0249,0.8079
287.8000,33.8357,2.0728,0.8032
287.9000,33.9750,2.1221,0.7985
288.0000,34.1113,2.1728,0.7940
288.1000,34.2444,2.2251,0.7895
288.2000,34.3741,2.2790,0.7852
288.3000,34.5003,2.3345,0.7810
288.4000,34.6228,2.3916,0.7769
288.5000,34.7416,2.4504,0.7729
288.6000,34.8564,2.5110,0.7690
288.7000,34.9671,2.5733,0.7652
288.8000,35.0735,2.6375,0.7616
288.9000,35.1755,2.7036,0.7580
289.0000,35.2728,2.7716,0.7546
289.1000,35.3654,2.8416,0.7513
289.2000,35.4530,2.9136,0.7481
289.3000,35.5355,2.9878,0.7451
289.4000,35.6127,3.0640,0.7421
289.5000,35.6844,3.1425,0.7393
289.6000,35.7505,3.2231,0.7366
289.7000,35.8106,3.3061,0.7341
289.8000,35.8648,3.3914,0.7317
289.9000,35.9127,3.4791,0.7294
290.0000,35.9542,3.5692,0.7272
290.1000,35.9892,3.6617,0.7252
290.2000,36.0173,3.7569,0.7233
290.3000,36.0385,3.8545,0.7216
290.4000,36.0525,3.9548,0.7200
290.5000,36.0592,4.0578,0.7186
290.6000,36.0583,4.1634,0.7173
290.7000,36.0497,4.2718,0.7162
290.8000,36.0333,4.3829,0.7152
290.9000,36.0088,4.4968,0.7144
291.0000,35.9761,4.6136,0.7138
291.1000,35.9349,4.7333,0.7133
291.2000,35.8852,4.8558,0.7131
291.3000,35.8268,4.9812,0.7129
291.4000,35.7595,5.1095,0.7130
291.5000,35.6832,5.2408,0.7132
291.6000,35.5978,5.3750,0.7137
291.7000,35.5031,5.5121,0.7143
291.8000,35.3990,5.6522,0.7152
291.9000,35.2854,5.7952,0.7162
292.0000,35.1622,5.9411,0.7174
292.1000,35.0293,6.0899,0.7189
292.2000,34.8867,6.2416,0.7206
292.3000,34.7344,6.3961,0.7225
292.4000,34.5721,6.5533,0.7246
292.5000,34.4000,6.7133,0.7270
292.6000,34.2180,6.8760,0.7296
292.7000,34.0262,7.0414,0.7325
292.8000,33.8244,7.2092,0.7356
292.9000,33.6129,7.3795,0.7390
293.0000,33.3915,7.5522,0.7426
293.1000,33.1605,7.7272,0.7465
293.2000,32.9199,7.9044,0.7508
293.3000,32.6697,8.0836,0.7553
293.4000,32.4102,8.2647,0.7601
293.5000,32.1415,8.4477,0.7652
293.6000,31.8637,8.6323,0.7706
293.7000,31.5771,8.8184,0.7764
293.8000,31.2818,9.0059,0.7825
293.9000,30.9780,9.1947,0.7889
294.0000,30.6661,9.3844,0.7957
294.1000,30.3463,9.5750,0.8029
294.2000,30.0188,9.7663,0.8104
294.3000,29.6840,9.9581,0.8183
294.4000,29.3421,10.1501,0.8267
294.5000,28.9935,10.3422,0.8354
294.6000,28.6386,10.5343,0.8445
294.7000,28.2776,10.7260,0.8541
294.8000,27.9111,10.9171,0.8641
294.9000,27.5393,11.1075,0.8745
295.0000,27.1626,11.2970,0.8854
295.1000,26.7814,11.4852,0.8968
295.2000,26.3963,11.6721,0.9087
295.3000,26.0074,11.8573,0.9211
295.4000,25.6154,12.0407,0.9340
295.5000,25.2206,12.2220,0.9474
295.6000,24.8234,12.4011,0.9614
295.7000,24.4242,12.5777,0.9759
295.8000,24.0235,12.7516,0.9909
295.9000,23.6217,12.9226,1.0066
296.0000,23.2193,13.0906,1.0228
296.1000,22.8165,13.2553,1.0397
296.2000,22.4139,13.4165,1.0572
296.3000,22.0118,13.5741,1.0753
296.4000,21.6107,13.7280,1.0941
296.5000,21.2108,13.8778,1.1135
296.6000,20.8126,14.0236,1.1336
296.7000,20.4164,14.1652,1.1544
296.8000,20.0225,14.3023,1.1759
296.9000,19.6314,14.4350,1.1982
297.0000,19.2432,14.5631,1.2212
297.1000,18.8583,14.6864,1.2449
297.2000,18.4771,14.8049,1.2694
297.3000,18.0996,14.9186,1.2947
297.4000,17.7263,15.0273,1.3208
297.5000,17.3573,15.1309,1.3477
297.6000,16.9928,15.2295,1.3754
297.7000,16.6332,15.3230,1.4040
297.8000,16.2784,15.4113,1.4334
297.9000,15.9288,15.4944,1.4637
298.0000,15.5844,15.5723,1.4948
298.1000,15.2455,15.6450,1.5269
298.2000,14.9121,15.7126,1.5598
298.3000,14.5843,15.7749,1.5937
298.4000,14.2623,15.8321,1.6285
298.5000,13.9460,15.8841,1.6643
298.6000,13.6357,15.9310,1.7010
298.7000,13.3313,15.9728,1.7387
298.8000,13.0328,16.0097,1.7773
298.9000,12.7403,16.0415,1.8169
299.0000,12.4539,16.0684,1.8576
299.1000,12.1734,16.0905,1.8992
299.2000,11.8990,16.1079,1.9418
299.3000,11.6306,16.1205,1.9855
299.4000,11.3681,16.1284,2.0301
299.5000,11.1116,16.1319,2.0758
299.6000,10.8610,16.1309,2.1226
299.7000,10.6162,16.1255,2.1703
299.8000,10.3773,16.1158,2.2191
299.9000,10.1440,16.1019,2.2690
300.0000,9.9165,16.0839,2.3199
300.1000,9.6945,16.0619,2.3719
300.2000,9.4781,16.0360,2.4249
300.3000,9.2671,16.0063,2.4789
300.4000,9.0615,15.9729,2.5340
300.5000,8.8611,15.9359,2.5901
300.6000,8.6660,15.8954,2.6473
300.7000,8.4759,15.8514,2.7055
300.8000,8.2909,15.8042,2.7647
300.9000,8.1107,15.7538,2.8250
301.0000,7.9354,15.7002,2.8862
301.1000,7.7647,15.6436,2.9485
301.2000,7.5987,15.5842,3.0118
301.3000,7.4372,15.5219,3.0760
301.4000,7.2802,15.4569,3.1412
301.5000,7.1274,15.3893,3.2074
301.6000,6.9788,15.3192,3.2745
301.7000,6.8344,15.2466,3.3425
301.8000,6.6940,15.1717,3.4115
301.9000,6.5576,15.0946,3.4813
302.0000,6.4249,15.0153,3.5521
302.1000,6.2960,14.9339,3.6236
302.2000,6.1707,14.8505,3.6960
302.3000,6.0490,14.7653,3.7693
302.4000,5.9308,14.6782,3.8433
302.5000,5.8159,14.5895,3.9180
302.6000,5.7043,14.4990,3.9935
302.7000,5.5959,14.4070,4.0698
302.8000,5.4906,14.3135,4.1467
302.9000,5.3883,14.2186,4.2242
303.0000,5.2889,14.1223,4.3024
303.1000,5.1925,14.0248,4.3812
303.2000,5.0988,13.9261,4.4606
303.3000,5.0078,13.8262,4.5405
303.4000,4.9194,13.7253,4.6209
303.5000,4.8336,13.6233,4.7017
303.6000,4.7503,13.5205,4.7830
303.7000,4.6695,13.4167,4.8647
303.8000,4.5909,13.3122,4.9468
303.9000,4.5147,13.2069,5.0292
304.0000,4.4407,13.1009,5.1119
304.1000,4.3688,12.9943,5.1948
304.2000,4.2990,12.8871,5.2780
304.3000,4.2313,12.7793,5.3613
304.4000,4.1656,12.6711,5.4448
304.5000,4.1017,12.5625,5.5284
304.6000,4.0398,12.4535,5.6120
304.7000,3.9797,12.3442,5.6957
304.8000,3.9213,12.2346,5.7793
304.9000,3.8646,12.1247,5.8629
305.0000,3.8096,12.0147,5.9464
305.1000,3.7563,11.9045,6.0298
305.2000,3.7045,11.7943,6.1129
305.3000,3.6542,11.6840,6.1959
305.4000,3.6054,11.5736,6.2786
305.5000,3.5581,11.4633,6.3610
305.6000,3.5122,11.3530,6.4430
305.7000,3.4676,11.2428,6.5247
305.8000,3.4243,11.1328,6.6059
305.9000,3.3824,11.0229,6.6867
306.0000,3.3417,10.9132,6.7670
306.1000,3.3022,10.8037,6.8468
306.2000,3.2639,10.6945,6.9259
306.3000,3.2268,10.5856,7.0045
306.4000,3.1908,10.4770,7.0824
306.5000,3.1559,10.3687,7.1596
306.6000,3.1220,10.2608,7.2362
306.7000,3.0892,10.1533,7.3119
306.8000,3.0574,10.0463,7.3869
306.9000,3.0265,9.9396,7.4610
307.0000,2.9966,9.8335,7.5343
307.1000,2.9677,9.7278,7.6067
307.2000,2.9396,9.6227,7.6781
307.3000,2.9125,9.5181,7.7486
307.4000,2.8861,9.4140,7.8181
307.5000,2.8607,9.3105,7.8867
307.6000,2.8360,9.2076,7.9541
307.7000,2.8121,9.1054,8.0205
307.8000,2.7890,9.0037,8.0858
307.9000,2.7667,8.9027,8.1500
308.0000,2.7451,8.8024,8.2130
308.1000,2.7242,8.7027,8.2749
308.2000,2.7040,8.6037,8.3356
308.3000,2.6844,8.5055,8.3951
308.4000,2.6656,8.4079,8.4533
308.5000,2.6474,8.3110,8.5103
308.6000,2.6298,8.2149,8.5660
308.7000,2.6129,8.1196,8.6204
308.8000,2.5965,8.0250,8.6736
308.9000,2.5808,7.9312,8.7254
309.0000,2.5656,7.8381,8.7759
309.1000,2.5510,7.7458,8.8250
309.2000,2.5369,7.6544,8.8728
309.3000,2.5234,7.5637,8.9192
309.4000,2.5104,7.4738,8.9642
309.5000,2.4979,7.3847,9.0079
309.6000,2.4860,7.2965,9.0502
309.7000,2.4745,7.2090,9.0910
309.8000,2.4635,7.1224,9.1305
309.9000,2.4530,7.0367,9.1686
310.0000,2.4429,6.9517,9.2052
310.1000,2.4333,6.8676,9.2404
310.2000,2.4241,6.7843,9.2742
310.3000,2.4154,6.7019,9.3066
310.4000,2.4071,6.6203,9.3376
310.5000,2.3992,6.5395,9.3671
310.6000,2.3917,6.4596,9.3953
310.7000,2.3847,6.3805,9.4220
310.8000,2.3780,6.3023,9.4473
310.9000,2.3717,6.2249,9.4712
311.0000,2.3658,6.1484,9.4937
311.1000,2.3603,6.0727,9.5148
311.2000,2.3551,5.9978,9.5345
311.3000,2.3503,5.9238,9.5529
311.4000,2.3459,5.8506,9.5698
311.5000,2.3418,5.7782,9.5854
311.6000,2.3380,5.7067,9.5997
311.7000,2.3346,5.6360,9.6126
311.8000,2.3316,5.5661,9.6241
311.9000,2.3288,5.4971,9.6344
312.0000,2.3264,5.4288,9.6433
312.1000,2.3243,5.3614,9.6509
312.2000,2.3225,5.2948,9.6572
312.3000,2.3210,5.2290,9.6623
312.4000,2.3198,5.1640,9.6661
312.5000,2.3189,5.0997,9.6686
312.6000,2.3184,5.0363,9.6700
312.7000,2.3181,4.9737,9.6701
312.8000,2.3181,4.9118,9.6689
312.9000,2.3183,4.8507,9.6667
313.0000,2.3189,4.7904,9.6632
313.1000,2.3197,4.7308,9.6586
313.2000,2.3209,4.6720,9.6528
313.3000,2.3223,4.6140,9.6459
313.4000,2.3239,4.5567,9.6379
313.5000,2.3258,4.5001,9.6288
313.6000,2.3280,4.4443,9.6186
313.7000,2.3305,4.3891,9.6074
313.8000,2.3332,4.3348,9.5952
313.9000,2.3361,4.2811,9.5819
314.0000,2.3393,4.2281,9.5676
314.1000,2.3428,4.1758,9.5524
314.2000,2.3465,4.1243,9.5361
314.3000,2.3505,4.0734,9.5190
314.4000,2.3547,4.0232,9.5009
314.5000,2.3591,3.9736,9.4819
314.6000,2.3638,3.9248,9.4620
314.7000,2.3687,3.8766,9.4412
314.8000,2.3739,3.8290,9.4195
314.9000,2.3793,3.7821,9.3971
315.0000,2.3849,3.7358,9.3738
315.1000,2.3908,3.6902,9.3497
315.2000,2.3969,3.6452,9.3248
315.3000,2.4032,3.6008,9.2991
315.4000,2.4097,3.5570,9.2727
